"2019"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
"F1,F2","F1,F2","F3,F4","F3,F4","F5,F6"
"F3,F4","F3,F4","F5,F6","F5,F6","F5,F6"
"D1§10:00§12:30,D2§13:00§17:00","D1§10:00§12:30,D2§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D3§10:00§12:30,D4§13:00§17:00","D1§10:00§12:30,D3§13:00§17:00"
